"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BRAP",0.000419918015796264,0.501388352258905,0.348,0.194,1
"WDR182",0.000431525367236087,0.605151905268382,0.348,0.206,1
"SUCLA21",0.000437929395856166,0.79745766174166,0.359,0.217,1
"IPO52",0.000442662623768913,0.727834370521686,0.457,0.293,1
"MIF4GD",0.000474918528514514,1.30246180691432,0.348,0.208,1
"NUP1333",0.000475080296671825,1.42039330558402,0.37,0.241,1
"FBXO8",0.000484476890193026,0.742979973545165,0.293,0.163,1
"FAM105B2",0.000498218962187605,0.692820722379873,0.652,0.537,1
"TTI2",0.000499600453597972,0.907042887518715,0.261,0.141,1
"C19orf401",0.000511646233298737,1.67235162637938,0.576,0.424,1
"BOLA34",0.000516753171934209,0.598437651490968,0.37,0.217,1
"TMUB1",0.000534849262425735,1.40627510725452,0.348,0.21,1
"REEP42",0.000554719797980326,1.00779932579385,0.283,0.155,1
"SF3A2",0.000564750838646046,0.776782995026197,0.283,0.15,1
"UBE2V22",0.000606272010424334,0.6159448844242,0.5,0.354,1
"CLPX",0.000611246742647336,0.522266428399573,0.359,0.215,1
"GCNT11",0.00062378716253299,1.08837071976263,0.326,0.19,1
"ARCN11",0.00062865788818896,0.546681244698306,0.88,0.753,1
"PDCD2",0.000643791707068837,0.552525125161348,0.315,0.186,1
"PTMS2",0.000658093863287621,0.732309753908369,0.402,0.255,1
"TMX42",0.000659735527724414,0.561514457562456,0.565,0.384,1
"DDX473",0.000662958393956852,0.738647007072077,0.457,0.301,1
"MAP1S",0.000679009535544306,0.629067052810456,0.337,0.191,1
"PSMG14",0.000692408988942105,0.728699514404951,0.348,0.209,1
"STUB12",0.000720359264309047,0.591920643032285,0.337,0.194,1
"DDX521",0.000737094151355795,0.588809376014455,0.424,0.266,1
"USP18",0.000750795032292853,0.867590963960474,0.261,0.139,1
"GLMN",0.000764823935584305,1.31247726397905,0.261,0.141,1
"FANCC",0.000781999779107184,0.666404410532785,0.283,0.167,1
"PNKD2",0.000791913088087556,0.666369348403153,0.511,0.364,1
"DNM1L",0.000796559211519081,0.617608718554075,0.761,0.603,1
"TTC381",0.000890690424738301,1.10008707444594,0.272,0.155,1
"CPT1A4",0.000897454890586552,0.600890914393785,0.946,0.858,1
"APEX21",0.000898366943477501,0.650663282329007,0.283,0.159,1
"PPP2R41",0.000904417947895738,0.514949127704435,0.522,0.355,1
"C4orf271",0.000931149090631295,0.697918634646006,0.359,0.227,1
"MIOS",0.000974049694859874,0.561748790613749,0.283,0.156,1
"RTEL1",0.00100193220436767,0.648040273972935,0.293,0.166,1
"UROS",0.00100672634372578,0.531183370234682,0.348,0.213,1
"ZCCHC83",0.00102315854570911,0.67370366169573,0.902,0.758,1
"RBM102",0.00102658529143551,0.812952209854279,0.467,0.322,1
"GPAA15",0.00106956029745639,0.993616855875797,0.554,0.392,1
"METAP21",0.00108037193556223,0.725388193375739,0.554,0.408,1
"ACADS",0.00109192719055281,1.07728900932798,0.261,0.142,1
"TRNAU1AP",0.00109953231115469,0.594374476318908,0.348,0.214,1
"AGTPBP1",0.00110142659445641,0.677400780533917,0.326,0.192,1
"SIK3",0.00114721441463656,0.588256866079586,0.261,0.138,1
"BDH11",0.0011702101405995,1.34424181824829,0.543,0.415,1
"KATNAL11",0.00133652201299254,0.736699769206512,0.674,0.516,1
"AZI22",0.00134279043605075,0.695788830924378,0.446,0.313,1
"VTI1B1",0.0013579518480368,0.651190332292002,0.5,0.347,1
"CHMP6",0.00138458015080442,0.798548442842016,0.337,0.204,1
"BCL7B",0.00139957219151166,0.752864086904085,0.272,0.153,1
"METTL14",0.00141421354900416,0.969259995855357,0.359,0.222,1
"XPOT4",0.00147524309587118,0.688608328713458,0.435,0.286,1
"C8orf76",0.00149462821213363,0.613281969814209,0.261,0.15,1
"NOP14",0.0015123135984338,0.999662410406879,0.25,0.139,1
"SLC25A121",0.00154851483420045,1.05444412830591,0.315,0.188,1
"CRELD21",0.00156793534947301,1.17350979868557,0.348,0.222,1
"HMGXB4",0.00166351519115758,0.634374976569775,0.359,0.228,1
"ICMT2",0.0016644175504059,0.974871451059954,0.815,0.666,1
"LOC1006527723",0.00166950134774108,0.640364082646641,0.913,0.752,1
"ACOT93",0.0016753256381395,1.04901995175085,0.37,0.241,1
"DNAJB114",0.00168858699611649,0.576899994288453,0.457,0.317,1
"FAF11",0.00174877247661533,0.680779364010088,0.25,0.134,1
"COMMD41",0.00176051175937223,0.993314759067052,0.424,0.278,1
"HSPA132",0.00176744314872835,0.937595117203957,0.337,0.22,1
"SNX41",0.001855971250014,0.827567835353815,0.37,0.244,1
"PCBD24",0.00190110228798648,0.73155023652808,0.957,0.834,1
"RCBTB1",0.00192448011874292,1.51297688168257,0.304,0.192,1
"FANCM",0.0019550004647722,1.14949386188515,0.25,0.134,1
"IFI351",0.00203173097211732,0.616363912000394,0.457,0.312,1
"DERA4",0.00203451411696504,1.01108072397503,0.348,0.229,1
"ZNF530",0.00211408349419704,1.90240200282269,0.326,0.203,1
"SLC25A533",0.00212949672603759,0.564902044728995,0.674,0.515,1
"WWOX1",0.00215045046949953,0.62656789861632,0.25,0.14,1
"DBR1",0.00217057499705756,0.572417733363026,0.62,0.487,1
"GTF2I1",0.00223593805083824,0.837217621420193,0.5,0.342,1
"MVB12A2",0.00227860669234977,0.699861446321977,0.337,0.204,1
"TOR1B",0.00232806114678926,0.68158810998493,0.315,0.189,1
"BRD81",0.00239718300528657,0.564757408204261,0.533,0.373,1
"BCOR2",0.00248107700167441,0.562358242856578,0.37,0.239,1
"LOC1005065991",0.00249072929380752,1.46281712984783,0.478,0.313,1
"SUPT20H1",0.00250477172980942,0.693892761936325,0.424,0.284,1
"ILDR1",0.00252300234382872,2.86364747737812,0.261,0.151,1
"PRMT3",0.0025814340832502,0.752737771952009,0.348,0.204,1
"TUBGCP4",0.00266297807585572,1.10571930701356,0.772,0.626,1
"RNF403",0.00268502451271534,0.692701450482653,0.391,0.26,1
"TMLHE",0.00271230079248908,0.665256496882606,0.261,0.148,1
"UHRF1BP1L",0.00281402453357761,0.823251818565864,0.304,0.188,1
"UCHL31",0.0028177061872801,1.41615970298674,0.348,0.218,1
"SEH1L3",0.00282573075809472,0.558089361233634,0.424,0.282,1
"MAPK62",0.00286242964925185,0.90484328438029,0.37,0.241,1
"HSD17B71",0.0028737100661006,0.543239996429589,0.467,0.34,1
"TIPRL1",0.00311586905644751,0.53396959866158,0.63,0.54,1
"GPN3",0.00317716447527595,0.536016014948999,0.293,0.175,1
"MPDU13",0.00325751317346508,0.653672826441444,0.38,0.259,1
"IGHMBP21",0.00330721023716475,0.572780022188128,0.283,0.17,1
"C2orf43",0.00331238338321178,0.666571368904114,0.293,0.179,1
"CBLL11",0.00342238262357186,0.674693240014603,0.424,0.298,1
"KLHL8",0.00342742148209202,0.571670183128491,0.543,0.397,1
"RFC22",0.00345731776771822,0.993983484073696,0.815,0.729,1
"UMPS1",0.0035593761462934,0.52351064666123,0.598,0.43,1
"ADCK4",0.00359257810412153,0.558652298874861,0.261,0.15,1
"RBFA2",0.00365119047587523,0.791979123257155,0.446,0.299,1
"ANKRD13D",0.003656425364763,1.26760242252521,0.304,0.185,1
"IRAK1",0.0036822008512087,0.621900682432068,0.533,0.406,1
"TMEM209",0.00384491440154113,0.729272703812018,0.783,0.728,1
"NDUFAF41",0.00395107486373479,1.76443944898289,0.359,0.241,1
"NXT1",0.00401983797009061,0.592747766693829,0.326,0.217,1
"ATG32",0.00408712616114578,0.551693629149505,0.467,0.354,1
"ANAPC4",0.00409846617791484,0.729734973840553,0.337,0.22,1
"AP1S15",0.00430062889819336,0.680812176801739,0.38,0.246,1
"HSDL2",0.00431103969109156,0.648700138116099,0.293,0.185,1
"ZBED1",0.00443779769315433,0.511912786597462,0.62,0.474,1
"CCDC1521",0.00451478793601143,0.833019531892023,0.315,0.197,1
"ZFYVE19",0.00454462931600094,0.847719787925847,0.25,0.146,1
"TSC22",0.00473354730741903,0.511524715456621,0.413,0.288,1
"PIAS22",0.00475314241255483,0.584673992528721,0.457,0.309,1
"ZMIZ13",0.0050811786750175,0.692711930363888,0.37,0.251,1
"PAAF11",0.00511050674443704,0.511969433929807,0.272,0.165,1
"NUP1552",0.00519915075621961,0.589290277124339,0.315,0.192,1
"FDXACB12",0.00548228959563519,0.809754777009726,0.522,0.373,1
"RAD54B3",0.00561046579071437,1.34656806717302,0.543,0.408,1
"CBR4",0.00574524601212607,0.901415751345022,0.315,0.203,1
"ICT11",0.00607497513548574,0.9211560158555,0.25,0.152,1
"HTATSF11",0.00618236406988232,0.660745527981377,0.402,0.278,1
"DGCR14",0.00623151745022049,0.574533049160512,0.293,0.189,1
"NUDT22",0.00635430122533636,0.883727393149988,0.391,0.283,1
"AFG3L24",0.00642054041096579,0.529881628494167,0.413,0.28,1
"ZBTB8B",0.00656616410879711,1.066008775687,0.293,0.176,1
"CDK19",0.00676594086393016,1.24062298361625,0.435,0.304,1
"FTSJ1",0.00690608037467223,0.62662653730508,0.348,0.233,1
"ETV12",0.00709830968981145,0.625367677879323,0.326,0.212,1
"ICAM14",0.0072451458673374,0.709867559728787,0.446,0.551,1
"ZADH2",0.00734621789642245,1.39806903202692,0.293,0.177,1
"SLX42",0.00750587075221409,0.69186999816601,0.543,0.416,1
"FNTA1",0.00755769932271402,0.584741873034431,0.315,0.207,1
"TXNL4B",0.00757624152493644,0.90387790411166,0.587,0.453,1
"BAG1",0.00797973716041958,0.612970084157232,0.565,0.436,1
"NFRKB",0.00837413719158669,0.694519140618334,0.304,0.199,1
"THAP3",0.00851198297495574,0.702959026032911,0.272,0.172,1
"HSPBP12",0.00861685829148093,0.718154478428109,0.293,0.194,1
"EXOSC2",0.00876792213028891,0.882139287449141,0.728,0.587,1
"DKFZP686I15217",0.00967766967753806,0.582216691340976,0.272,0.166,1
"ISG20L21",0.00974936572572141,0.783385194931614,0.587,0.479,1
"DSCR3",0.00995237702615381,0.761864567969546,0.837,0.747,1
"COL1A1",0,13.6357044263698,0.977,0.036,0
"THY1",0,6.74216849494245,0.864,0.022,0
"LUM",0,11.7370721164845,0.818,0.018,0
"DCN",0,11.9879888228758,0.807,0.02,0
"MXRA81",0,9.19866676062077,0.784,0.021,0
"ISLR",0,10.6576990711609,0.773,0.013,0
"CD248",0,8.75523274891367,0.761,0.018,0
"COL5A1",0,9.24684970346755,0.75,0.017,0
"CDH111",0,8.14479390607032,0.739,0.017,0
"PLAC9",0,8.46498183172583,0.659,0.009,0
"SMOC2",0,10.6514595160331,0.489,0.003,0
"CXCL121",1.09055721896923e-297,6.88019188374038,0.784,0.025,2.58287571740672e-293
"GGT5",1.21215440959474e-293,7.31909954589722,0.648,0.015,2.87086650368419e-289
"COL3A1",5.08373765283202e-273,12.0889048704463,0.932,0.046,1.20403242569673e-268
"PODN",1.9409651010685e-269,11.4571962647725,0.523,0.009,4.59698174537062e-265
"CYP1B1",5.24782369528346e-269,7.16612211224553,0.682,0.02,1.24289456399094e-264
"CXCL14",1.52426497951977e-260,11.8828644209101,0.511,0.009,3.61006917749462e-256
"MFAP4",5.87746420032098e-255,7.0120034348956,0.545,0.012,1.39201862120402e-250
"COL14A1",1.40346508641958e-253,10.93105624458,0.568,0.014,3.32396671067613e-249
"PDGFRB",6.00457509227287e-253,7.06223557295667,0.682,0.022,1.42212356485391e-248
"CREB3L1",8.29349502070695e-251,7.81183146482998,0.386,0.004,1.96423136070423e-246
"PDGFRA",1.88707447596458e-248,7.57774115476366,0.67,0.022,4.46934718887452e-244
"EFEMP1",6.73737371394114e-246,3.85967353579116,0.625,0.018,1.59567959040982e-241
"ELN",1.6697594457472e-243,9.0915509282497,0.534,0.012,3.95465827130766e-239
"DPT",4.98765295936318e-241,10.2727612380015,0.455,0.008,1.18127572689558e-236
"HSPB6",1.19190152802556e-238,7.88290596833489,0.602,0.018,2.82289957897573e-234
"ABI3BP",8.80573786693059e-238,8.10815751944248,0.784,0.036,2.08555095640384e-233
"CPE",6.03496063360026e-231,6.74128379610931,0.568,0.016,1.42932007646189e-226
"PRRX11",1.58019684959991e-225,6.62612534607755,0.773,0.036,3.74253821859244e-221
"BGN",1.20504494210499e-224,8.25288345446377,0.852,0.048,2.85402844088147e-220
"FGF7",1.12177659335329e-223,9.08712872347977,0.682,0.027,2.65681568369792e-219
"COL6A3",7.4083463439089e-223,8.58906844459121,0.83,0.045,1.75459274809138e-218
"MRGPRF",1.54581406217075e-213,9.43258949507103,0.42,0.008,3.66110602484521e-209
"NOTCH3",2.38834004110898e-209,7.92743228166461,0.557,0.017,5.6565445533625e-205
"IGFBP6",1.39592417185734e-206,9.09874835479526,0.636,0.025,3.30610680862692e-202
"LPAR11",1.38542124712443e-201,7.81856983712873,0.636,0.026,3.28123168168949e-197
"MYL9",9.17024015715194e-201,7.95226334265083,0.761,0.042,2.17187967881987e-196
"CCDC80",1.59659581128453e-199,8.19726322300682,0.864,0.057,3.78137751944628e-195
"TMEM47",5.01667623558079e-196,6.68050687149472,0.398,0.008,1.18814959963495e-191
"SULF1",1.18386342660525e-194,8.1808380999794,0.614,0.025,2.80386213957187e-190
"CDR1",1.25673880222907e-194,9.47115877028121,0.341,0.005,2.97646017919933e-190
"COL1A21",3.10520217011847e-190,9.1546009929434,0.977,0.085,7.35436081970858e-186
"TAGLN",5.65783390896901e-190,7.99331819644331,0.75,0.044,1.34000138300022e-185
"FBLN2",6.98659422509513e-189,7.21250413954348,0.693,0.035,1.65470497627153e-184
"FBN1",1.05282670087178e-185,8.83872069735311,0.761,0.046,2.49351475834472e-181
"EBF2",1.76874433824614e-185,7.20277216670782,0.409,0.009,4.18909409070217e-181
"NID2",3.20377382411935e-180,7.397478875908,0.58,0.024,7.58781792504426e-176
"RARRES2",9.13041953097171e-178,7.05749266949601,0.591,0.026,2.16244856171534e-173
"C1S",1.64629480845525e-176,8.89185390606768,0.852,0.066,3.89908462434542e-172
"CFH",9.72664193550761e-175,7.22836018352607,0.705,0.04,2.30365787600562e-170
"ADAMTSL1",1.93872276341702e-174,6.36791977327329,0.523,0.02,4.59167099287687e-170
"OSR1",1.21497449895517e-172,7.00163282534385,0.295,0.004,2.87754560332542e-168
"PCDH18",2.56525855582193e-172,6.66789632250414,0.489,0.017,6.07555836360865e-168
"GREM1",1.40270619303723e-160,12.0796261311095,0.307,0.005,3.32216934758937e-156
"PCOLCE1",5.36819887218762e-159,6.86004173759965,0.932,0.093,1.27140422088892e-154
"PPAP2B1",1.56633770036233e-154,4.35623652613098,0.727,0.05,3.70971420953814e-150
"LOX1",3.5617894756837e-150,6.94493606761945,0.67,0.044,8.43574219420928e-146
"IGF2",1.48726323974698e-149,8.36160760491912,0.455,0.017,3.52243425701674e-145
"MMP2",6.25575182681129e-143,8.12089088041984,0.716,0.056,1.48161226266198e-138
"COL6A21",1.57069929133908e-142,6.37511113647966,0.852,0.083,3.72004420160749e-138
"THBS23",1.8164895452352e-141,6.86284029975097,0.773,0.067,4.30217383893504e-137
"PAMR1",3.36346824371222e-140,9.40563594251488,0.284,0.005,7.96603818840803e-136
"ADH1B",3.4018130931618e-140,11.2775234985905,0.284,0.005,8.05685412984442e-136
"MXRA5",7.54035758821507e-140,8.81217341840069,0.386,0.013,1.78585829119286e-135
"PLA2G2A",3.07903809696007e-138,12.2952518437749,0.33,0.009,7.29239382884023e-134
"AOX1",1.29849984948069e-136,8.01571231941668,0.42,0.016,3.07536704351006e-132
"GPR176",7.13549680629936e-136,5.54745014398606,0.523,0.027,1.68997106360394e-131
"MEDAG",1.36264629022849e-133,6.28891405343332,0.341,0.01,3.22729147377715e-129
"EGFR",5.95041125803081e-133,6.41551509958115,0.443,0.019,1.40929540235202e-128
"OLFML2B1",1.25964650270291e-131,7.93166800753799,0.511,0.027,2.98334677700157e-127
"OLFML3",5.69822932189787e-130,4.69690520660164,0.705,0.057,1.34956863259829e-125
"INHBA",1.7646498131417e-128,5.64793575198662,0.409,0.016,4.17939661744481e-124
"C1R",1.18446521940983e-125,7.8492914708458,0.841,0.095,2.80528742565024e-121
"C31",1.55102231962309e-125,8.32540812320694,0.591,0.041,3.67344126179532e-121
"LOXL1",2.53171417100787e-125,4.10451887769855,0.318,0.009,5.99611184261504e-121
"CRABP2",2.87724479347966e-124,4.65247215107707,0.341,0.011,6.81446656887722e-120
"PPIC1",8.91041631191954e-124,5.72017200281737,0.705,0.062,2.11034299931502e-119
"CCL23",1.22306660335825e-122,3.74782730555236,0.511,0.029,2.89671094339368e-118
"PXDN1",4.15712372400838e-122,4.19516255443824,0.67,0.054,9.84573182794145e-118
"PTN",1.22061886426608e-121,4.22827831411488,0.341,0.011,2.89091371812779e-117
"IGFBP53",1.96280216487114e-121,5.79916366512798,0.739,0.069,4.6487006472808e-117
"TPM2",2.66129458002047e-121,7.88484407526317,0.682,0.06,6.30301008332048e-117
"H19",7.50864951795281e-121,8.09689445841975,0.307,0.009,1.77834855183194e-116
"COL5A22",1.21939892766294e-120,6.807377727105,0.773,0.08,2.8880244202769e-116
"FLNC",3.60212643928873e-120,4.90295359394577,0.42,0.019,8.53127625881143e-116
"SFRP2",6.16140748317178e-120,12.7275602713003,0.33,0.011,1.45926774831441e-115
"CYR61",1.81149411546145e-119,5.77870377372978,0.761,0.079,4.29034266305889e-115
"ALPL",3.74375349102082e-119,5.33576581369113,0.386,0.016,8.86670576813371e-115
"THBS11",5.15555577933078e-119,4.88632275552466,0.784,0.081,1.2210418307767e-114
"EDNRA",1.12498547313249e-118,7.39884767429521,0.295,0.008,2.66441559456699e-114
"EMILIN1",1.97967657704156e-118,5.24974476489068,0.42,0.019,4.68866600506524e-114
"BICC1",5.84596147250412e-118,6.81805941790476,0.273,0.007,1.38455751514788e-113
"HTRA1",2.25682910512246e-117,5.21747166761941,0.511,0.031,5.34507405257204e-113
"PDGFRL",6.34667541109075e-117,9.62761599388312,0.398,0.018,1.50314660436273e-112
"GFRA1",6.51401578121356e-117,6.96995844497699,0.455,0.024,1.54277949762262e-112
"SPOCK1",5.11913176552623e-116,6.67111851106867,0.466,0.026,1.21241516734723e-111
"FNDC1",6.83451494807149e-116,8.4964394280992,0.318,0.01,1.61868652030125e-111
"FLRT2",1.60411195698785e-114,3.80040600919393,0.545,0.036,3.79917875893003e-110
"SVEP1",2.89725372814262e-114,9.09191285631607,0.511,0.033,6.86185572973299e-110
"CACNA2D1",1.19383545717521e-112,4.9225901219483,0.341,0.013,2.82747989677378e-108
"TWIST2",4.39681168090543e-112,6.80625509858021,0.25,0.006,1.04134087850564e-107
"FMOD1",1.80134405306832e-111,4.07641600207325,0.557,0.039,4.26630325528701e-107
"RGMA",6.01655297501803e-110,8.10091627670984,0.25,0.006,1.42496040660327e-105
"CPXM11",6.66344988820295e-110,7.6080568748305,0.42,0.022,1.57817147152199e-105
"LTBP2",1.21541364308605e-109,6.43408531298755,0.5,0.033,2.878585672285e-105
"MRC21",1.49357691755865e-108,5.72100120912059,0.545,0.04,3.53738757154592e-104
"DDAH1",2.0760792491918e-107,6.27338794652665,0.523,0.037,4.91698609378585e-103
"ITGA111",2.46231783348554e-107,8.55417196737352,0.398,0.02,5.83175355682716e-103
"NTM",9.80110417838879e-107,5.95867900129431,0.375,0.017,2.3212935136096e-102
"ANPEP1",1.3521651169653e-106,4.07668293113493,0.511,0.034,3.20246786302062e-102
"LRRC32",5.52795907715392e-106,5.1004059854904,0.511,0.036,1.30924182783313e-101
"NRP11",5.95191806767119e-105,3.88197189308906,0.705,0.072,1.40965227514724e-100
"HSPB7",9.86514575692154e-105,7.39566690010862,0.273,0.008,2.3364611210693e-100
"EFEMP22",4.31504832972803e-104,5.63140885947558,0.705,0.076,1.02197604641279e-99
"NOVA1",4.45007388748152e-102,4.66987166926635,0.284,0.009,1.05395549951112e-97
"NNMT3",9.43374670121576e-102,4.17897364137081,0.943,0.143,2.23428856871594e-97
"FHL11",1.06273411849296e-101,5.51928299040999,0.636,0.061,2.51697948623873e-97
"COX7A1",1.2416912594138e-101,3.92464525370496,0.386,0.019,2.94082157879565e-97
"FSTL12",4.84196499486488e-101,6.09722293628342,0.932,0.16,1.1467709893838e-96
"ADAM12",1.25257730342403e-98,4.7027083531208,0.477,0.033,2.96660408542946e-94
"TENM3",3.70569940777294e-98,3.88740612311576,0.398,0.022,8.77657847736944e-94
"DNM3OS",6.926825517561e-98,4.66498014166166,0.409,0.023,1.64054935557915e-93
"CCL19",9.08379331039667e-98,10.7475327865275,0.273,0.009,2.15140560763435e-93
"DKK1",1.03842954619789e-97,8.14733533494205,0.25,0.007,2.45941653721508e-93
"SERPING12",3.07378297402124e-97,5.35216656097251,0.852,0.129,7.2799475956719e-93
"IGFBP4",4.20793142498127e-97,4.87624984421413,0.773,0.101,9.96606478692563e-93
"FBLN51",5.92785636509199e-96,5.80689751541778,0.614,0.061,1.40395350150839e-91
"RUNX1T1",3.22179328200557e-94,5.50265473057353,0.511,0.041,7.63049520910198e-90
"LMOD1",6.77988057198366e-94,8.00781946313267,0.25,0.008,1.60574691466861e-89
"ITGBL1",4.1810024221084e-93,5.25183817116727,0.375,0.021,9.90228613652154e-89
"VCAN1",7.18669951433249e-93,4.54947394574315,0.693,0.084,1.70209791297451e-88
"COL6A11",7.25336018027488e-93,6.76317070321422,0.864,0.147,1.7178858250963e-88
"SLC16A2",1.21143848719814e-92,5.22887616307932,0.33,0.015,2.86917091308007e-88
"ANGPTL21",1.72569593747898e-92,6.18932601368145,0.534,0.046,4.08713825832521e-88
"TNS12",3.1102396628707e-92,4.59465085180552,0.841,0.132,7.36629161754298e-88
"MAP1A",5.08198899741264e-92,4.37278376826983,0.534,0.046,1.20361827414721e-87
"SFRP4",7.79411091397629e-92,13.2046620995276,0.318,0.014,1.84595722886614e-87
"SLIT3",9.58492428684703e-92,8.53334432505151,0.557,0.052,2.27009346809685e-87
"CCDC102B",1.3839857702479e-91,6.53421588536829,0.364,0.02,3.27783189825512e-87
"EBF3",7.61021860032566e-91,6.27498399794671,0.307,0.013,1.80240417330113e-86
"TNXB",1.06979882584974e-90,7.0353219818943,0.42,0.027,2.53371153914252e-86
"PTGIR",2.36066628708515e-90,3.64296797625861,0.318,0.014,5.59100203433246e-86
"PALLD1",2.25975667491034e-89,5.73735011626446,0.739,0.101,5.35200770885765e-85
"MN1",2.47421209581339e-89,4.87316871780582,0.295,0.012,5.85992392772444e-85
"GPX31",7.47992207847636e-89,5.85279385448988,0.511,0.044,1.77154474506634e-84
"A4GALT",5.95659861712795e-88,4.30894231695293,0.307,0.014,1.41076081648058e-83
"TPBG1",6.49551198635646e-87,4.3632098400406,0.477,0.038,1.53839705884866e-82
"FILIP1L",5.36520679594636e-85,4.63521638820808,0.614,0.066,1.27069557755194e-80
"PID1",1.01634494813859e-83,4.31673994837225,0.307,0.015,2.40711137517142e-79
"DCLK12",1.71293999841722e-83,4.26471562077438,0.523,0.048,4.05692709225135e-79
"EML1",9.00724937306828e-82,3.65355890584562,0.295,0.014,2.13327694151749e-77
"UCHL11",2.01993884465202e-80,5.23859129768132,0.364,0.023,4.78402315967384e-76
"NTN4",5.31304569968619e-80,5.0104438959431,0.273,0.012,1.25834174351368e-75
"COL12A11",1.52137622797524e-79,5.19211789492787,0.716,0.103,3.60322745833656e-75
"COL4A2",5.75415211132461e-79,3.67698231621897,0.636,0.079,1.36281338604612e-74
"PBX1",1.17760191337366e-78,3.2549839199109,0.409,0.029,2.78903237163417e-74
"TPM1",8.84937903328885e-78,7.44389844513087,0.818,0.154,2.09588693024413e-73
"GLT8D21",3.00608229400752e-77,5.38156609230887,0.398,0.029,7.1196053051274e-73
"NEXN",3.39707813756669e-77,4.8461400627341,0.534,0.056,8.04563986101296e-73
"COL4A1",9.14042791006393e-77,4.02979624532392,0.534,0.055,2.16481894621954e-72
"GLI2",2.95693235299153e-76,6.53268992044575,0.295,0.015,7.00319858482513e-72
"GPR1241",7.54877558270732e-76,4.65276343063097,0.455,0.039,1.7878520090084e-71
"PROCR",8.70128398312201e-76,3.71232325851507,0.523,0.054,2.06081209856262e-71
"GJA1",7.1636936924489e-75,3.02181240572004,0.5,0.049,1.6966492141196e-70
"LOXL22",1.16547011403754e-74,4.3417073008487,0.625,0.081,2.76029941808652e-70
"SLIT21",3.13997579669882e-74,7.27835493314,0.364,0.025,7.43671867690148e-70
"TMEM176A1",5.12862294513885e-74,4.1661956757094,0.432,0.036,1.21466305832669e-69
"SDC23",1.79665291058435e-72,4.71038235742191,0.614,0.079,4.25519275342798e-68
"TBX15",3.59581201120672e-72,5.83282671889535,0.295,0.016,8.51632116734199e-68
"LAMA21",6.22105444589648e-72,4.04001450376485,0.466,0.044,1.47339453496612e-67
"PTGFR",3.09922671458485e-71,2.00931836597706,0.25,0.011,7.34020855082275e-67
"SERPINF13",4.05906339129655e-71,5.55209532518112,0.761,0.134,9.61348573594676e-67
"SCARA3",8.46504321875152e-71,6.33887358290803,0.455,0.044,2.00486083592911e-66
"CLIP31",8.51442085775187e-71,4.52976680053649,0.602,0.079,2.01655543594995e-66
"SOD31",1.2801986879349e-70,4.97500649821396,0.455,0.042,3.03202257250501e-66
"LHFP",2.36852668728531e-70,5.30586691463209,0.807,0.161,5.60961860616654e-66
"NFATC41",3.71460509024034e-70,4.33210306171355,0.432,0.038,8.79767069572523e-66
"MYOF2",5.15086579631183e-70,4.45361205415128,0.614,0.085,1.21993105519849e-65
"WISP2",5.52056936456306e-70,8.87642986248385,0.261,0.013,1.30749164830312e-65
"CYBRD14",7.32748192139599e-70,4.71706544561501,0.83,0.177,1.73544081826343e-65
"PLAU1",9.15511765603686e-70,5.53631087703821,0.341,0.023,2.16829806565577e-65
"TFPI",5.17781270060248e-69,1.59001156462,0.693,0.115,1.22631316001069e-64
"PAPSS22",1.6667515613271e-68,5.48947085221696,0.489,0.053,3.94753439784711e-64
"MGST12",2.01722708308586e-68,4.61123843593606,0.523,0.061,4.77760062358056e-64
"RCN32",4.87366146975714e-68,3.80785085981224,0.659,0.098,1.15427798249728e-63
"CALD12",1.54380887838761e-67,5.66948267761116,1,0.344,3.65635694757322e-63
"IGFBP7",3.92969199608065e-67,4.43686301289452,0.83,0.191,9.30708252351742e-63
"ANKRD29",5.31923568130937e-67,5.83324107051169,0.25,0.012,1.25980777876131e-62
"TGFB1I14",8.66131277032853e-67,5.2440252631637,0.602,0.087,2.05134531652461e-62
"SRPX21",1.22358190930152e-66,5.27230583660671,0.352,0.026,2.89793139398972e-62
"ADAMTS121",2.8033391392375e-65,6.01120423715582,0.284,0.017,6.63942841737009e-61
"FAM110B",7.91297695624395e-65,4.05622220727986,0.386,0.033,1.87410946231682e-60
"LARP61",2.06741261375016e-64,3.97404833871849,0.352,0.027,4.89646003440587e-60
"COL8A11",2.35633668592296e-63,6.56555436023589,0.341,0.026,5.58074780693993e-59
"LEPREL2",9.75713865663769e-63,3.90808159774084,0.318,0.023,2.31088071943807e-58
"ADAMTS10",9.92166651335817e-63,4.19562281293096,0.25,0.013,2.34984749702375e-58
"IL33",2.77451985123441e-62,2.27987730764376,0.352,0.028,6.57117281566357e-58
"ANTXR13",3.59841541552426e-62,4.62495138925582,0.545,0.072,8.52248707012767e-58
"RAB311",5.12879837554251e-62,2.48432822225779,0.693,0.112,1.21470460726349e-57
"OGN",2.63157663223416e-61,6.7563277884432,0.341,0.027,6.23262609578339e-57
"CTGF1",2.96656705716741e-61,5.96823822101813,0.625,0.105,7.02601741819529e-57
"ADAMTS13",3.85844152233116e-61,6.38520186233486,0.602,0.092,9.13833290148912e-57
"SPARC2",4.19962582926945e-61,3.82490218355103,0.989,0.338,9.94639381404178e-57
"MAP1B2",6.82711218567542e-61,5.10642224180079,0.864,0.218,1.61693325005537e-56
